row,quality_of_class,difficulty_of_class,thumbs_up,thumbs_down,comment
13,5.0,3.0,0,0,Best professor I've had. This man's lecture gets straight to the point and he clarifies a lot of the material. He is very funny and enthusiastic about psychology. Exams are challenging so I suggest recording lectures and going through his slides. There are few papers and participation is important. Textbook is NEVER used. Put in the work for an A
14,2.0,3.0,0,0,"Lectures were so boring, it was hard to stay awake through them. Didn't seem into the 101 class and was only really enthusiastic when we covered schizophrenia (which is his field of expertise). Participation is from PollEverywheres each day and he drops 10% of the lowest grades so you can still get a good attendance grade if you skip sometimes."
15,5.0,2.0,0,0,"Dr. Penn is good professor for teaching a 400 person lecture class. He tries to be funny and most times hes successful. Genuine, great guy who loves psych and makes the class enjoyable."
16,5.0,3.0,0,0,"I love D. Penn! He is very caring of all the students in the class; he tries to remember all the names and associate them with faces. His teaching style also allows people to understand information better. He uses a lot of examples, videos, and class experiments to demonstrate concepts, and it really helps with actually understanding concepts."
17,5.0,3.0,0,0,"D. Penn is such a kind guy. He is super understanding and does everything in his power to make the class easy to understand. If you dedicate the time to the material, you will get a high grade. He drops the lowest test, paper, and 10% of attendance. Super caring and likable. Would highly recommend."
18,5.0,2.0,0,0,"Not a hard class and not hard to get a good grade (A/A-/B+), especially if you go to the class. The tests are EXACTLY from the class, and not at all from the textbook. He tries to learn everyone's name even in a large lecture hall. Really nice guy, and cool prof. 5 writing assign which were tougher reading material than expected, not too hard tho."
19,5.0,2.0,0,0,"Love my man DP. best part about this class is that he refers to students as ""gang."" tests are harder than expected but take good notes and you should get an A."
20,4.5,1.0,0,0,"Loved this class! It is definitely an easy A. There are 5 short papers, 3 exams, and 1 final. You can drop the lowest grade for the papers and exams. Lectures are long but interesting. He likes to test people on the videos/examples/demonstrations, so take notes during those. DO NOT BUY THE TEXTBOOK. It is a huge waste of your money."
1,4.0,2.0,0,0,"Lots of busy work but very doable. Daily quizzes, polls, group project, and 3 write ups. 3 midterms were 10% each and final was 20%. If you get 100s in all the non-test categories and do all the extra credit, you only need to average an 85 on the exams to end with an A. Also Dr. Penton really grew on me throughout the semester. Overall, good intro!"
2,4.0,1.0,0,0,Dr. Penton is a passionate professor. Her class was interesting and has extremely similar/converging course content to BIOL 455 & Biopsyc. Tests are online and low-stress because of this. There are easy reading quizzes and group projects as well with opportunities for extra credit. 
3,4.0,3.0,0,0,"Dr. Penton is a good professor who works to make engaging lectures, but I found the overall course structure to be a bit disorganized. It was difficult to determine what you actually needed to know for tests. The class is not a traditional 'top down' approach- rather we often covered more specific information before knowing the high-level info."
4,4.0,3.0,0,0,"She's pretty funny. I didn't like her TAs all that much but that's not really her fault. Overall a pretty average professor, but that's good because there wasn't really much to complain about. The textbook is awful because there's not a lot of useful information in like 2 long pages of reading, it's like trying to find needles in a hay stack."
5,1.0,3.0,0,0,"Even if the class was hard, I've had pretty good experiences with other STEM professors at UNC. But with Dr. Penton, she is extremely disorganized and has a ""my way or the highway"" mindset when working in groups. I feel like I have not learned anything in the class and she is not very considerate toward her students."
6,5.0,3.0,0,0,"The material is not easy, but if you are passionate about molecular neuroscience then you will love this course. Dr. Penton is a wonderful professor who cares about the well-being of her students. While the tests are hard, there are a lot of other assignments that act as a grade buffer. Expect weekly group work + daily hw quizzes"
7,2.0,3.0,0,0,Professor Penton is a nice woman but she is extremely disorganized and that is reflected in the course content and lectures. She puts a huge emphasis on group projects that are a huge waste of time and do not help you learn. You will need to teach yourself outside of class to pass the exams. Would not recommend. 
8,2.0,4.0,0,0,"NSCI 221 is unique. Heavy emphasis on group work, including weekend assignments in groups. Dr. Penton would often not finish the slides for the day, and I found the slides didn't prepare me well for tests and quizzes. Dr. Penton does clearly care about the material, but I found the course design did not help me learn well. "
9,2.0,4.0,0,0,I was very disappointed with this class. Dr. Penton would never finish any of her slides in class even though they were extremely rushed through. She also wasn't the nicest to her students. I thought the CREATE Method was a huge waste of time because of how much of the material we didn't get to learn in class. Overall just would not recommend her!
10,3.0,3.0,0,0,"Rachel is pretty nice, her tests are pretty hard but they are super buffered by other grades so it is not the end of your grade if you don't do well on them. There are a TON of assignments which blows, but it is groupwork so get a good group and you will be fine. "
11,4.0,3.0,0,0,LOTS of busy work but entirely online/asynch. A lot of the busy/group work is really pointless to the learning process but good in terms of grades because the exams were pretty hard and application based (covered a lot of material too). There's a lot of extra credit too. I think you can get at least 10 pts EC throughout the semester.
12,5.0,2.0,0,0,"Dr. Penton was super understanding the entire semester. She had a 24 hour grace period for every assignment, even quizzes so we could take them late. She also dropped the lowest 6 quizzes. This class was entirely online but you could complete the lessons asynchronously if you wanted. Lots of extra credit opportunities which boosted my grade."
13,4.0,4.0,0,0,"Dr. Penton is a great lecturer for this class, even if it was all online. She'll give you video lectures and in-person ones so that you can afford to miss a lecture or two. You have to read a fair amount and the exam questions are rather difficult, but if you study and put the time into it, you'll be fine. Focus on learning targets."
14,3.0,3.0,0,0,"This class is a lot of work, which is comprised of quizzes, writing assignments, class engagement, concept maps, dense readings, group projects, and exams. The grade was 45% on graded components throughout the semester and 55% were exams. This class was not enjoyable online as it was not engaging in this setting, but she is nice and tries her best."
15,3.0,4.0,0,0,"Our class was held over zoom, but the Sakai page was made for a fully virtual class so attendance was not mandatory. I will say, you will have no idea what's going on. She is very clearly a researcher at heart and overcomplicated most of the simple topics. To make up for this though, there is lots of extra credit and slack built in if you try. "
16,1.0,5.0,0,0,"She played her video lectures in class, paused to expand on a part a bit, and then continued to play it. Then, her lectures would expand into homework with readings and quizzes due before every class. She also has multiple group assignments which people tend to not shows up. Teach yourself type class. Exams are difficult for no reason (2nd)."
17,3.0,4.0,0,0,"Dr. Penton is a nice professor, but she is not my favorite. The class is lecture-heavy, but her explanations are confusing. She also loves group work, which nobody really participates in. Her tests can be difficult, especially since you will probably have to teach yourself most of the content. "
18,5.0,4.0,0,0,"Dr. Penton is my favorite professor at UNC and is super caring. Specifically, this class is insanely group project-oriented, so if that's not your thing skip this. Break out rooms for at least half the class and we all know nobody learns anything from that. But if this was in person maybe it would be better."
19,3.0,5.0,0,0,"Dr. Penton seems like a very nice person, and she's built in a lot of flexibility to the course. That being said, the workload is absoultely crushing. You basically have to teach yourself, and every 'lesson' is approximately 5 hours of work, all turned in for a grade. I understand that it's an online course, but theres essentially no interaction."
20,2.0,4.0,0,0,Every class was group work so there's not a lot of learning from her. Rely on learning the material from the textbook and 2 minute Neuroscience. Projects are back to back and heavy in material. She's a nice professor but the class could be set up better.
1,5.0,2.0,0,0,"I would recommend taking psyc 180 with him! The class was super insightful and interesting. He understands the stress of school and tries to be as accommodating as possible. He also allows you to talk about life if you need to. He's a good lecturer and explained material very well. 4 papers total but they were simple, easy, and interesting."
2,5.0,1.0,1,0,Dr. Prinstein is hands down the most caring prof I've ever had. I would take any class I can with him. He was gracious and really listened to his students and this class was genuinely so interesting. It was the most enjoyable class I have taken and was more about learning/discussing than handing out grades/work.
3,5.0,3.0,0,0,"My favorite professor so far! Mitch is so nice, and he really cares about his students. The class was easy, as long as you go to class and watch the videos on knowmia. Relatively easy A especially if youre interested in psych. There were 3-4 papers that were actually interesting to write. 10/10 would recommend!"
4,5.0,3.0,0,0,"Mitch always made a point to accommodate to his students and the crazy semester we had. We had 4 papers, a midterm, and final. If you watch the lectures, participate in class, and do some readings ur good. The best part is everything we learn relates so much to our lives that you cant help but be interested."
5,5.0,2.0,0,0,"By far the best professor I've ever had. Class was interesting and it revolved around the students and our personal experiences. He understood the difficulties we were all facing amidst covid and online learning, and was extremely accommodating to every circumstance. It was a large lecture but he was always accessible. great class and prof"
6,5.0,2.0,0,0,"How interesting the class is depends on how much you care about the subject, but Mitch is great no matter what he's teaching. He's very engaging and enthusiastic; he's been very understanding and flexible with the pandemic too. PSYC 180 is a newer class, so be patient while they work out the bugs. If you grasp the general concepts then you're fine."
7,5.0,2.0,0,0,Mitch is passionate about his work and wants to help all students succeed.  Midterm and final is graded fairly as long as you can demonstrate that you understand the material taught.  Always willing to meet and talk about the class/paper/etc.  Would recommend his classes!
8,5.0,2.0,1,0,"Amazing. Mitch is fun, friendly, and brilliant. This class is pretty easy. Try to get into his lab if you want research experience. He's an incredible mentor."
9,5.0,1.0,0,0,"Easy class. Got boring sometimes, but he kept it pretty interesting. Very engaging lecturer. I would recommend him for this class"
10,5.0,1.0,0,0,"Prinstein was great. I think stat is really, really boring, but he actually made it interesting. The tests and assignments were not hard at all, and he's a funny guy who really cares about his students. Fantastic professor, fantastic class."
11,3.5,2.0,0,0,"Funny guy who keeps a potentially boring class interesting. The class is pretty easy if you've had any stats before. Lab is useless, but tolerable. He is really interested in teaching and knows a lot about the subject, seems very willing to help out students; he's on your side (if that makes any sense)."
12,2.5,2.0,0,0,"Having only had him for independent study work, I must say that he is a nice professor, but is quite disorganized.  Make sure you spell out exactly what your questions are, and be certain that there is a clear agreement in what is expected."
13,5.0,2.0,0,0,Has a real interest in the subject.  Very engaging teacher which could make any class fun to be in.
14,5.0,3.0,0,0,Funniest teacher ever! Made a really crappy class fun (or at least not torture... I hate math)
1,4.0,3.0,0,0,"She tries really hard to be engaging & is funny most of the time (some jokes just don't land). The group project is annoying, but if your group is on top of it a good grade is doable. The TA grades just about everything so as long as you have a good TA it's fine. There are small responses due at the beginning of each class based on the reading."
2,3.0,1.0,0,0,She's really passionate about sociology and tries to make lectures fun. Bottom line: the material is not hard and you don't need to attend class at all. Grades are based on weekly quizzes and a few tests and papers; easy to get an A. 
3,5.0,2.0,0,0,"Honestly yes sometimes the lectures are a bit dry, but if you have a solid TA, the class will be a breeze. If you do the readings and take notes you'll get extra credit at the end of the semester just for doing them. I recommend her if you can get her, attendance is mandatory but also not at the same time. Midterms and final were pretty easy too. "
4,1.0,1.0,0,0," In one lecture she had twenty students come to the front of the lecture hall and line up by skin color in some backwards way of trying to make a point. She is well-intentioned but tone deaf and just misses the mark. Required attendance (even though lecture is large), made us read her own book even though it wasn't relevant to the course content."
5,5.0,3.0,0,0,"Dr. Ravenelle is really funny and her lectures are enjoyable. Although I agree with some of the comments saying that the group project was frustrating, I wouldn't let it stop you from taking the class as you can learn a lot from it! The grading was very fair and the readings were also really interesting."
6,4.0,3.0,0,0,"Dr. Ravenelle's class was not too bad. Readings were not dense but you need to do the daily participation assignments. Both the midterm and final were online, essay-based. About a month and a half is centered around a group project that was a frustrating experience. We were trained to use a coding platform that was not very helpful. TA was great!"
7,2.0,2.0,0,0,"She was ok.  Her lectures could be hard to sit through.  She tries to be funny/snarky, and it often doesn't really work out.  Pretty easy class, though.  I wouldn't say I recommend her, but I also didn't absolutely hate her."
8,5.0,2.0,0,0,She had really entertaing lectures and all of the homework/ tests were very easy. 
9,1.0,5.0,0,0,"On top of her unbearable lectures, Ravenelle had a terrible attitude towards her students and gave poor instructions for assignments. Grades were seemingly determined by her TA flipping a coin and were inconsistent across students and assignments. Rubrics were poor, and she had a group project as the final and the highest grade was an 80 lol. "
10,1.0,3.0,0,0,"Tries very hard to be funny but isn't. A lot of the lessons I learned from this class (which mainly came from the readings and videos she made us watch, not necessarily her lectures) I also learned in MNGT 131. What I couldn't stand is she would read emails but not reply. She would condescendingly tell u she read ur email. Very wishy washy."
11,1.0,3.0,0,0,"She's a smart lady, but very condescending and not considerate towards students. She gives no rubric or clear instructions on anything and grades very hard. I would avoid this class unless you need it for your major. Super lecture heavy as well, and very boring."
12,2.0,3.0,0,0,"Professor Ravenelle's class was not extremely difficult (attendance assignments with readings, essays, essay-based midterm/final, and a big group project). There is not a rubric or grading criteria provided for any of the assignments, and she is a tough-grader. Not too hard of a class, but extremely boring lectures, and not very accommodating."
13,1.0,3.0,0,0,"The class overall was fine. Our TA was amazing and she did 90% of the grading. However, none of the professors assignments had guidelines and the one thing she did grade she was super harsh for no good reason. Lectures were extremely boring too. Overall the professor was not great but the class was fine."
14,1.0,3.0,0,0,"Would not recommend this class AT ALL unless you have to have it. I did not enjoy it and honestly, the material is all pretty much common knowledge if you've watched the news once since 2010. It's not hard but extremely boring and rather irrelevant. I also did not like the way I felt the professor had extremely vague instructions. Don't take :)"
15,1.0,3.0,0,0,"Do not take the class unless it's for a major. Professor Ravenelle is a nice lady, but not a considerate professor. There was many changes throughout the class which were not updated in the syllabus, like attendance! Lectures are very boring and a waste of time. No lectures are posted online for reference, so good luck on midterms/finals!"
16,4.0,3.0,0,0,"Dr. Ravenelle is a great choice for SOCI427. There is a lot of work including a group project but, it helps your grade in the long run. Midterm and final not super hard, just essays. She is pretty funny and keeps lecture entertaining. Definitely feel like I learned a lot too!"
17,5.0,2.0,0,0,Professor Ravenelle made a class about labor force fun and enjoyable. She also loves to play John Oliver clips once in awhile and she always assigns interesting articles related to class content. Highly recommend taking this course with her and also I love her humor!
1,5.0,3.0,0,0,"She really enjoys what she's teaching! Very approachable. 
She was quite accommodating and seemed like she cared about how we were doing. 
However, she takes forever to give back grades. 
Tests were not bad. Doesn't give a rubric for papers, kinda vague. "
2,5.0,4.0,1,0,"Dr. Reissner was one of my favorite professors at UNC. You could tell how passionate she was about the content of the class and it made lectures so exciting. NSCI320 in general was such an interesting class, and she made accomodations for every student and truly cared about our well-being throughout the semester. She wants everyone to succeed!"
3,5.0,4.0,0,0,"Dr. Reissner is one of the kindest professors I've ever had at UNC, esp. with COVID. Willing to extend guidelines and work with the class if everyone agrees that something doesn't feel fair. She does grade pretty strictly for the tests, and they're really difficult if you don't take good notes. Two small papers, one longer research paper."
4,5.0,2.0,0,0,Dr. Reissner cares so much about the topic and that everyone is stress-free while learning it. A super interesting first-year seminar that everyone can relate to while Dr. Reissner being super nice about grading. She cares a ton and is always available. 3 papers graded nicely and a few fairly easy quizzes made this class super enjoyable
5,5.0,3.0,0,0,Professor Reissner is wonderful!! She cares deeply about her students success both in and outside of the classroom. Her lectures were very interesting. I would be excited going to her class. The quizzes and papers are not hard because she outlines the necessary information clearly. This is such an eye-opening first year seminar. I loved it!
6,5.0,1.0,0,0,Dr. Reissner was the best professor I ever had at UNC. Her lectures are extremely straightforward and in-depth. She's extremely efficient at preparing you for the four quizzes and four papers. She genuinely cares about her students and always puts their interests first.
7,5.0,4.0,0,0,"Dr. Reissner is absolutely amazing! Her depth of knowledge in the subject makes her lectures very dense and informative. She is very good at explaining the material and always answers questions! Although the material is difficult, she really wants her students to do well! My favorite class ever at UNC- it inspired me to be pre-pharm! Amazing class!"
8,5.0,2.0,0,0,Dr. Reissner's FYS was awesome. You could tell she really cared about the material and tried to get the class interested in it as well. Class was a super easy A- only homework is 3 short papers throughout semester graded basically for completion. Course material was engaging and relevant. Highly recommend taking this course.
1,5.0,1.0,0,0,"This review is for a 400-level politics class... Dr. Robertson prepares you for a political career in the world beyond the university, and that gift is priceless. Many classes you take in college will be of no use to you in the future, but Graeme is fantastic and brilliant. One of my favorite professors of all time. "
2,5.0,3.0,0,0,He is a very nice teacher and is always willing to help students understand their work.
3,4.0,3.0,0,0,"Interesting class but gets harder and more theoretical after the midterm. Lots of reading, but I managed an A without ever once doing any of the reading.A is set at 94; he will not round up anything. This was the Fall 2020 COVID semester, and it seems he gave everyone a perfect participation grade this semester. May be different in the future."
4,5.0,4.0,0,0,"Contrary to some of the previous reviews, I found him to be reliable and clear in his explanations and expectations. He is a knowledgeable and objective figure for anyone interested in Russia and the post-Soviet sphere, and can provide good insights. He is enthusiastic, and I think appreciates a genuine effort from anyone who applies themselves."
5,3.0,4.0,0,0,"Professor Robertson is awesome in that he is very passionate about the material, and extremely knowledgeable. However, he's seldom available during office hours and doesn't seem to care much about how well students do. I loved his class and I think he's an awesome person, but I struggled a lot with his confusing instructions and disorganization."
6,2.5,3.0,0,1,"Professor Robertson is a nice man who, like most other UNC professors, knows his topic, Russian and post-Soviet politics, like the back of his hand. His lectures were simple and easy to follow. He does not believe in overcomplicating something that does not have to be and he has a gift for explaining things in a clear and comprehensible way."
7,5.0,2.0,0,0,"Great class, but lots of readings and workload. Exams are based on the quality of the argument, that means a lot of memorization and arguing your point."
8,5.0,4.0,1,0,Great teacher. Makes subjects interesting and has a lot of fun.
9,4.5,3.0,0,0,"Class is moderately difficult, but he helps fudge your grades for the better.  He's new and that shows with the occassional mistake in assinging work.  However, he is EXTRAORDINARILY HELPFUL,EXTREMELY KNOWLEDGEABLE about soviet politics.  If you're interested in world politics I recomend him."
1,5.0,3.0,0,0,"Dr. Robertson is amazing- the class structure was sometimes a lot to keep up with because of how dense the material is, but she really cares and knows what she is talking about. Her exams were very fair and had no tricks, which was super comforting. She also emphasized daily how if we were struggling in any way she was available for help. "
2,5.0,3.0,0,0,"LOVE this woman. NSCI 175 is an incredibly hard class, but she did her best to make it easier for students, including lots of extra credit. She is super sweet and exams aren't too bad, there is just a lot of information to cover. I definitely recommend taking her for 175!"
3,5.0,2.0,0,0,"Dr. Robertson is the best professor I've had at UNC! She cares a lot about her students and is very passionate about her classes. This specific course was super helpful as it is focused around networking, building your resume, etc. It was a great way to ""force"" yourself to network. I would recommend this course and this professor to anyone at UNC! "
4,5.0,4.0,0,0,"Professor Robertson is one of the sweetest professors you will ever have. This class is hard but honestly, she is so accommodating and understanding that you are genuinely excited to go every time. She loves what she does and it comes through. I would opt into this hard class, as it was incredibly interesting and so applicable to the world."
5,5.0,4.0,0,0,"This class was one of my favorites! Reading many research papers and analyzing them, there are a lot of assignments to keep out for but they aren't too difficult, just manage your time. Exams were fair and so was her grading! You really learn a lot in this course. Dr. Robertson was very accomodating and one of the best/sweetest professors Ive had!"
6,5.0,2.0,0,0,"Dr. Robertson's class is overall really great. She provides learning objectives which clearly layout what she's looking for on exams and on homework readings. The readings still take a lot of time since the course covers a wide array of topics, but overall it's manageable. I would definitely recommend taking a class with Dr. Robertson."
7,5.0,3.0,0,0,"Dr. Robertson is an amazing professor. There is A LOT of group work so if that isn't your thing, don't take this class. It is a lot of work but you will learn very valuable, applicable things. Two exams (on Sakai) and they were challenging, but she gives SO many opportunities to get extra points to boost your grade. Very accommodating and nice!"
8,5.0,3.0,0,0,"I LOVED taking this class with Dr. Roberston. She is honestly one of the most caring professors I have ever had. Homework does require a good amount of reading, but this is an intro class so lots of information has to be covered. Her ""Learning Outcomes"" help A LOT for exams. I would definitely recommend this class with Dr. Roberston!!"
9,5.0,3.0,0,0,"Living legend. I love Sabrina Robertson! I only had her for NSCI693H, which only meets once a week and isn't a traditional class, but she was an excellent mentor/guide. It seems like she is incredibly busy, so props to her for keeping a high standard of excellence across a wide range of activities. Very impressive. Take any class she teaches."
10,5.0,2.0,0,0,Great Professor. Look at the ppt's to help study for tests. There's a TON of reading though.
11,5.0,4.0,0,0,"Dr. Robertson is wonderful. She's nice and helpful, but unfortunately, the nature of the course makes it hard to get proper help in office hours bc so many students take 175. There's just not enough time one-on-one if you're really struggling. This is def a weed-out course. It wasn't the hardest thing in the world, but you do have to work for an A."
12,5.0,4.0,0,0,"I wasnt sure I was going to like this class, but I enjoyed it. Dr. Robertson was extremely accommodating this semester. Her exams are very fair, and theres a lot of work to buff your grade in case you do bad on exams. Shes a gem!"
13,5.0,4.0,0,0,"Prof Robertson is very kind and understanding. However, the work load in the class is very heavy, be prepared for lots of quizzes and reading. But the tests weren't too bad as long as you review material and the PowerPoints."
14,5.0,4.0,0,0,"Dr. Robertson was an amazing, caring professor. Her lectures were always interesting and understandable. I didn't love the group work element of her class, so that was a bit annoying. She has very clear expectations about what you needed to know for exams, which made it easy to succeed in her class. Unlike most STEM classes, grades are spread out."
15,5.0,3.0,0,0,"Dr. Robertson is a caring and knowledgeable professor. Her class is graded by multiple things (quizzes, daily work, polls, exams, etc) which allows one to receive a decent grade. Her lectures are interesting and useful. However, the course becomes more difficult as the semester ends and the lectures will not include all the info on tests."
16,3.0,4.0,0,0,"If you don't want to participate or work primarily in groups, don't take this class. VERY HEAVY GROUP-WORK AND PARTICIPATION!! Two moderately difficult MC exams (make sure you take good notes during journal clubs for them) and the final is a presentation of your group's semester-long research proposal. Every class period there's a lot of pre-work."
17,5.0,3.0,0,0,This course had some conceptually complex material but Dr. Robertson's instruction made them completely digestible. The tests were not that difficult. There were many academic papers for reading but the journal clubs held made them less intimidating/easier to understand. One large group project at the end but a lot of assistance so not bad at all.
18,5.0,3.0,0,0,Dr. Robertson really cares about teaching but she does use active learning techniques. I found her class structure incredibly helpful - she organizes the course and coursework in a logical way that basically gives you all the tools you need to ace the exams and homework. Follow the learning objectives she gives and you're golden.
19,5.0,2.0,0,0,"Dr. Robertson is the sweetest professor ever. She truly cares about her students. Her lectures are pretty good, and she's great at explaining concepts. One aspect I didn't like is the little group discussions during class. There is a lot of info in neuro and she gives you all the info you'll need to succeed. Her exams aren't too difficult."
20,5.0,3.0,0,0,Dr. Robertson is the best! She truly cares about all of her students. I was nervous about taking neuroscience but Dr. Robertson was an excellent instructor and clearly communicated to us how we can succeed in her class. It does require a lot of studying - but if you put in the effort it's very manageable!
1,2.0,2.0,0,0,"The class was fine and uninteresting but not very hard if you read the textbook. Going to class was completely useless as he just repeats parts of the textbook you already read, but he takes attendance through quizzes. My TA was fantastic though and graded papers fairly. I just wish class time was more productive as I taught myself everything. "
2,2.0,3.0,0,0,I was disappointed in this class because I was so excited to take it and knew it was going to be an easy A. Roberts was very all over the place during his lectures and got distracted most of the time. Most of the info on the exams was not talked about or just briefly skimmed over in the lecture. There's no way I should get a B- in a 100 level
3,2.0,1.0,0,0,"Class is incredibly easy if you review the lecture slides and skim the textbook. The biggest issue would be the professor. Dr. Roberts, at times, had this aura of ""I'm better than you"" during his lectures. He would also use most of the class to just answer questions, without getting to the content. Overall, take it if you need an easy A."
4,2.0,3.0,0,0,"This class is very lecture heavy so please please please pay attention during his lecture. Hie class his weighted on 3 exams, 2 papers, and participation in his class. READ THE TEXTBOOK! The most beneficial thing to do in his class is to read the textbook. "
5,2.0,4.0,0,0,"This class was based on 3 tests, which was unfair and not based on what we learned what so ever. He isn't a bad lecturer but they were not helpful. Would not recommend unless you want have to. "
6,3.0,4.0,0,0,"Professor Roberts is very easy to listen to and led very interesting lectures. However, his class is oriented around 3 exams and 2 papers. The exams are pretty tough, with a lot of trick questions. You have to read the textbook thoroughly and keep up with the lectures completely. The papers are slight. He does not curve exams."
7,1.0,4.0,0,0,"Tests are hard for no reason. The second test (out of 3) had a 68 average. There are extra credit opportunities (to which I personally went to almost all of them) but not enough to come back from how bad the tests are. Normally an interesting lecture, but would not recommend."
8,1.0,4.0,0,0,"For a 100-level class, this class is unnecessarily hard. The tests are hard to pass because it is based on the lecture slides and he words the exams so tricky. The average test scores were 70s and he does not curve them. Essays are easy but the exams will bring your grade down.
Definitely do not recommend."
9,3.0,3.0,0,0,"Prof Roberts is very knowledgable, fair, and organized. He's not very flexible or accomodating, but the class is not too hard and the workload is reasonable. Totally fine professor and interesting class. Do the readings and you will be fine."
10,4.0,3.0,0,0,"Class only consisted of three tests including final, two paper, recitation, and poll ev (had so many issues with poll ev technology).  Pretty chill class and getting a good grade is possible.  Keep up with readings and definitely study lecture slides for test.  Try to get Michael Greenberger for your TA; fair grader for papers."
11,4.0,2.0,0,0,"roberts was very nice and a good professor, but he did pollev for attendance. the papers were graded easily, but the tests revolved around the lectures and sometimes included irrelevant and hard-to-remember information. for a 100 level class, however, it was easy and relatively laid back."
12,3.0,4.0,0,0,"Overall, I enjoyed professor Roberts' course. The class grade revolves solely around tests and papers but the more you studied and listened to lectures, the better off you'll be. I would recommend him as he is clearly knowledgeable and engaged in politics, making it easier to not get bored."
13,3.0,4.0,0,0,"Roberts had fairly interesting lectures, but the entire course is 3 tests and 2 papers, with participation taken through PollEv. Tests were extremely difficult and had many trick questions. Averages were in the 70s for all exams and he does not curve. TA's grade the papers, 3 and 7 pages in length. "
14,2.0,3.0,0,0,"Even if you knew all the material, the tests had badly worded questions. He didn't curve the exams even tho our 2nd exam average was low. Pollev was used for attendance but he used it halfway through the semester and many people had problems with it including me. He did not listen to problems and would not curve anything. Would not recommend."
15,3.0,3.0,0,0,"Professor Roberts graded participation through Poll Everywhere, with accuracy counting towards full participation credit. The class consists of lectures, with a few in person multiple choice tests that most people will need to study for. There are two papers for the class that are not very research heavy and not very difficult."
16,3.0,4.0,0,0,"While I really enjoyed Professor Roberts's lectures, his exams are unfair. Specifically, I would do all of the readings and feel as if I had a great grasp on the material, and then receive a 70 on the exams. You are basically graded off of two papers and 3 exams. If it wasn't for his trick questions on tests, I would be giving him 5/5 stars. "
17,4.0,3.0,0,0,"Professor Roberts is very accomplished and intellectual in his field making him a good lecturer and easy to listen to. Readings are assigned but don't stress over them, they are there mainly for context. Grade is based on two papers and two exams so beware. Class was not stressful as long as you put forth effort. Would take again."
18,3.0,4.0,0,0,"Professor Roberts is extremely smart and intellectual about Political Science, so lectures are not boring. Only bad thing about the class is that you are graded on only 4 things, 2 papers and 2 exams."
19,5.0,3.0,0,0,"He taught with another professor for 384, so it's hard to distinguish who graded what, etc. However, his lectures were interesting considering the content. And to respond to the reviews that said he was rude, I don't think he is whatsoever. Solid professor."
20,4.0,3.0,0,0,"I enjoyed this class for it being my first POLI SCI course at UNC. The lectures were long but Professor Roberts did try to gauge discussion throughout the classroom. The readings were very important and were applicable to discussions. Paper was long but attainable, final exam was a little off putting but relevant to current events and class topics."
1,3.0,4.0,0,0,Professor Ryan while nice is kinda disorganized and sporadic.Class moved at an extremely fast pace and the main coding assignments often had questions that not even the ULAs who had the answer key really understood how to reach the correct answer.Assignment guidelines were often confusing and having the right answer doesn't equal full credit
2,3.0,5.0,0,0,"Grading is a complete mystery done by a TA with minimal explanation. At first, the lectures walk you through coding but then you get nothing but definitions. The assignments and final were insanely difficult and he kept falling behind schedule. This meant we had greatly reduced time for the final and it was graded harshly compared to the rubric."
3,3.0,4.0,0,0,"6 assignments and a group final project. Extremely boring and inefficient lectures but easy enough to get through while mastering almost none of the material. He does not explain grading criteria very well so you can get a bad grade out of nowhere. Not difficult, just causes unnecessary amounts of stress and very boring lectures."
4,3.0,4.0,0,0,This class gave me so much anxiety. Assignments were graded harshly and instructions were unclear. 
5,2.0,5.0,0,0, A friend of mine is taking it now and I was reminded of just how tough the class is. It would be helpful if lectures were a bit more useful.  
6,5.0,3.0,0,0,"Prof. Ryan is a great professor in terms of learning practical data skillsets in R. I would highly suggest that all POLI students take his two Data in Politics classes (281 & 381), since they develop essential skills for social/political science research. This class also got me into coding, which I never would have expected."
7,4.0,3.0,0,0,"POLI281 is a great class for people who need the QR credit but can't code/do math! Professor Ryan teaches in a way that helps us understand what's going on, at least most of the time. I found the lectures to be redundant so didn't pay attention much, but the groups help. The format of the class does a good job of actually helping us understand."
8,5.0,3.0,0,0,"Professor Ryan is an amazing professor, he is very receptive to and understanding towards his students. I had previous coding experiences so I didn't have too much struggle with the assignments."
9,5.0,3.0,0,0,"Def take POLI100 with Prof. Ryan! The only papers are two dope amendment assignment and both midterms + the final are take-home, open book, and open internet. He's a really kind and open-minded guy who won't hold it against you if you disagree with his POV as long as you give solid reasoning. Chill with deadlines and is always cool for extensions."
10,5.0,4.0,0,0,Really nice guy who gives super engaging lectures and is really supportive of students.
11,5.0,4.0,0,0,"He's one of the best! Has a great, intriguing personality, is extremely helpful, and WANTS his students to succeed in the course. No, he won't give you an A if you don't deserve it, but he will spend whatever amount of time it takes working with you to get you there. Definitely take a class with him if you get the chance!"
12,5.0,2.0,0,0,Honestly incredibly underrated. Class has a lot of readings but prof Ryan is fantastic. He challenges you to think critically. A's are not too hard. I learned a ton.
13,5.0,2.0,0,0,Professor Ryan was amazing! Very easy class if you do the readings (which are interesting) and participate in class. There are papers are projects but are easily graded. The tests are open note and they are fair questions that are discussed in some way in class.
14,5.0,3.0,0,1,Professor Ryan is an awesome teacher and is so passionate about what he teaches! He inspires students to dig deeper into class topics and is always super helpful.
